term,document_frequency,idf
palliati,1,4.277144732992177
riu,1,4.277144732992177
dau,17,2.079920155655957
polymorphisme,5,3.178532444324067
erson,1,4.277144732992177
etmarqueur,1,4.277144732992177
dysnatrmi,1,4.277144732992177
dumoulin,1,4.277144732992177
lhgmoni,1,4.277144732992177
effacer,3,3.583997552432231
dposer,2,3.8716796248840124
rtiniennes,1,4.277144732992177
comorbidit,22,1.8347976976229723
mentio,1,4.277144732992177
inhomognits,1,4.277144732992177
confraient,1,4.277144732992177
april,14,2.262241712449912
dultraser,1,4.277144732992177
lency,1,4.277144732992177
bibliographique,6,3.0243817644968085
troit,23,1.7922380832041762
ultrieur,27,1.6380874033769177
recommencer,2,3.8716796248840124
lendotoxin,4,3.3608540011180215
iner,2,3.8716796248840124
tlchargemer,1,4.277144732992177
proca,2,3.8716796248840124
tom,2,3.8716796248840124
maigre,4,3.3608540011180215
lirinotecan,1,4.277144732992177
biologique,48,1.0784716154414953
rgime,23,1.7922380832041762
unsix,1,4.277144732992177
rsumant,1,4.277144732992177
convention,7,2.890850371872286
immigr,1,4.277144732992177
lectrocardiogramme,8,2.7730673362159024
franch,1,4.277144732992177
stimule,1,4.277144732992177
uropolydipsiqu,1,4.277144732992177
pralabl,43,1.1861022796338607
antifibrinolytic,1,4.277144732992177
ractiv,13,2.331234583936863
linclusion,3,3.583997552432231
apoptotique,1,4.277144732992177
fortsstnose,1,4.277144732992177
petscan,1,4.277144732992177
anvrysme,4,3.3608540011180215
anais,1,4.277144732992177
cpa,2,3.8716796248840124
chevreta,1,4.277144732992177
rvolutionner,1,4.277144732992177
honnte,1,4.277144732992177
toxidrome,2,3.8716796248840124
molcul,5,3.178532444324067
chevet,9,2.667706820558076
immediate,2,3.8716796248840124
beal,2,3.8716796248840124
systm,1,4.277144732992177
contagiosit,3,3.583997552432231
traquer,1,4.277144732992177
dallergie,3,3.583997552432231
amanite,3,3.583997552432231
lenzymologie,1,4.277144732992177
toire,11,2.4853852637641216
sinfect,1,4.277144732992177
lasituation,1,4.277144732992177
noton,2,3.8716796248840124
jeevanandam,1,4.277144732992177
noninvasive,7,2.890850371872286
penser,27,1.6380874033769177
gosling,1,4.277144732992177
davier,1,4.277144732992177
angors,1,4.277144732992177
octrotid,3,3.583997552432231
sousinfluenc,1,4.277144732992177
bronchioloalvolaire,1,4.277144732992177
rfrenc,1,4.277144732992177
ctivatrices,2,3.8716796248840124
etmatris,1,4.277144732992177
noyes,1,4.277144732992177
graal,2,3.8716796248840124
sixminuter,1,4.277144732992177
dcouplage,3,3.583997552432231
agglomration,1,4.277144732992177
hyperstimul,1,4.277144732992177
bnficier,40,1.256719846847814
accentue,3,3.583997552432231
myentriqu,1,4.277144732992177
tomodensitomtriqu,11,2.4853852637641216
hyperflexion,1,4.277144732992177
etintgrativ,1,4.277144732992177
mitrau,1,4.277144732992177
toit,1,4.277144732992177
unexcs,1,4.277144732992177
pyogner,2,3.8716796248840124
autoradiographie,1,4.277144732992177
antriorit,2,3.8716796248840124
talmologiqu,2,3.8716796248840124
renouveau,2,3.8716796248840124
suppuratif,1,4.277144732992177
individualise,2,3.8716796248840124
alitique,1,4.277144732992177
board,2,3.8716796248840124
opportuniste,10,2.5723966407537513
gauzit,2,3.8716796248840124
infundibulum,2,3.8716796248840124
leve,51,1.0190481949706944
prmaturit,4,3.3608540011180215
meneur,1,4.277144732992177
lik,1,4.277144732992177
amibien,1,4.277144732992177
exactement,7,2.890850371872286
dinquitante,1,4.277144732992177
apv,1,4.277144732992177
fundique,1,4.277144732992177
oli,2,3.8716796248840124
actoglutarate,2,3.8716796248840124
herbicide,1,4.277144732992177
dhyperfibrinolyse,1,4.277144732992177
harbin,1,4.277144732992177
none,1,4.277144732992177
ohcbl,1,4.277144732992177
dcompen,2,3.8716796248840124
lea,2,3.8716796248840124
laugmentation,25,1.7121953755306398
ktoco,1,4.277144732992177
cross,8,2.7730673362159024
rpartier,1,4.277144732992177
pa,23,1.7922380832041762
clonage,1,4.277144732992177
bruyant,6,3.0243817644968085
exagrment,1,4.277144732992177
iodixanol,1,4.277144732992177
inhibitors,1,4.277144732992177
observationnelle,4,3.3608540011180215
saltrer,1,4.277144732992177
erythema,1,4.277144732992177
content,2,3.8716796248840124
dcrter,1,4.277144732992177
consciousness,2,3.8716796248840124
mthanol,2,3.8716796248840124
sic,2,3.8716796248840124
regarder,2,3.8716796248840124
equipment,2,3.8716796248840124
neuroscrtrice,1,4.277144732992177
lencphal,1,4.277144732992177
ulante,2,3.8716796248840124
parasympathomimtiqu,1,4.277144732992177
spiller,2,3.8716796248840124
doubler,6,3.0243817644968085
pancra,10,2.5723966407537513
moitir,19,1.9745596399981307
schmutz,1,4.277144732992177
internist,1,4.277144732992177
barotraumer,1,4.277144732992177
dapports,3,3.583997552432231
alist,1,4.277144732992177
avecdesenjeux,1,4.277144732992177
danhpathie,1,4.277144732992177
danslargion,1,4.277144732992177
speciosissimu,1,4.277144732992177
dragertm,1,4.277144732992177
pice,18,2.0258529343856813
prone,2,3.8716796248840124
reprochable,1,4.277144732992177
rgulateurs,1,4.277144732992177
mansutude,1,4.277144732992177
danslamucoviscidos,1,4.277144732992177
rassurance,1,4.277144732992177
infimir,1,4.277144732992177
opropyl,1,4.277144732992177
avr,13,2.331234583936863
ragissant,3,3.583997552432231
amput,1,4.277144732992177
perendoscopiquer,1,4.277144732992177
omniprsent,3,3.583997552432231
ust,1,4.277144732992177
cuvelier,2,3.8716796248840124
chasse,3,3.583997552432231
obe,1,4.277144732992177
sengageront,1,4.277144732992177
paluther,1,4.277144732992177
brachman,1,4.277144732992177
lesoublies,1,4.277144732992177
dhistoire,1,4.277144732992177
intersection,1,4.277144732992177
trazodone,2,3.8716796248840124
dioxide,1,4.277144732992177
melphalanprednisone,1,4.277144732992177
phagocytaire,4,3.3608540011180215
desmain,1,4.277144732992177
biotraumer,2,3.8716796248840124
dexacerbation,2,3.8716796248840124
affranchit,2,3.8716796248840124
glucomtre,1,4.277144732992177
demouvement,1,4.277144732992177
monoexponentiel,1,4.277144732992177
dperdition,1,4.277144732992177
ysest,1,4.277144732992177
catarrhali,1,4.277144732992177
mar,3,3.583997552432231
transmitral,1,4.277144732992177
galicierb,1,4.277144732992177
lternuement,1,4.277144732992177
microvaisseal,3,3.583997552432231
smiologique,4,3.3608540011180215
ritonavir,1,4.277144732992177
lastance,3,3.583997552432231
ractivations,1,4.277144732992177
postanoxique,1,4.277144732992177
stellaire,2,3.8716796248840124
greenfield,1,4.277144732992177
sclrose,2,3.8716796248840124
mut,1,4.277144732992177
molculaire,9,2.667706820558076
subfulminant,1,4.277144732992177
debellevue,1,4.277144732992177
dsavantages,1,4.277144732992177
prtabli,4,3.3608540011180215
proche,51,1.0190481949706944
dconnection,2,3.8716796248840124
hbergement,2,3.8716796248840124
ahqr,1,4.277144732992177
dcriron,1,4.277144732992177
pho,1,4.277144732992177
vasculariss,1,4.277144732992177
spiromtr,1,4.277144732992177
neurohormo,1,4.277144732992177
marginalement,1,4.277144732992177
congnital,20,1.925769475828699
dglutition,14,2.262241712449912
influencer,24,1.7514160886839212
verticalisation,1,4.277144732992177
jjuno,1,4.277144732992177
uropithlium,1,4.277144732992177
parexcellence,1,4.277144732992177
excrte,2,3.8716796248840124
years,1,4.277144732992177
poindre,26,1.6744550475477928
sialique,2,3.8716796248840124
ib,2,3.8716796248840124
oisonne,1,4.277144732992177
semilanceata,2,3.8716796248840124
mental,13,2.331234583936863
interfron,4,3.3608540011180215
phnomn,10,2.5723966407537513
antibactrienne,3,3.583997552432231
sdatio,1,4.277144732992177
perptuation,1,4.277144732992177
cryptage,1,4.277144732992177
lamino,1,4.277144732992177
exprimentau,3,3.583997552432231
normali,2,3.8716796248840124
vren,1,4.277144732992177
poter,1,4.277144732992177
diazpamventilation,1,4.277144732992177
degordon,1,4.277144732992177
preload,1,4.277144732992177
alfa,1,4.277144732992177
licit,1,4.277144732992177
ld,2,3.8716796248840124
ts,2,3.8716796248840124
concerning,2,3.8716796248840124
dentaire,4,3.3608540011180215
laparotomie,2,3.8716796248840124
phu,1,4.277144732992177
analogi,1,4.277144732992177
rcupr,6,3.0243817644968085
tricot,1,4.277144732992177
blush,1,4.277144732992177
protamin,1,4.277144732992177
processus,37,1.3327057538257359
rformation,1,4.277144732992177
nebulizer,1,4.277144732992177
laccs,7,2.890850371872286
alo,2,3.8716796248840124
terminaison,2,3.8716796248840124
onco,2,3.8716796248840124
sextu,1,4.277144732992177
dechirurgie,1,4.277144732992177
comporter,43,1.1861022796338607
dcortication,2,3.8716796248840124
vedette,1,4.277144732992177
coagulabilit,1,4.277144732992177
obligatoire,18,2.0258529343856813
etc,41,1.2326222952687536
multiparamtriqu,1,4.277144732992177
limmaturit,2,3.8716796248840124
fameux,4,3.3608540011180215
tree,1,4.277144732992177
microbiologique,16,2.137078569495906
dvelopperon,2,3.8716796248840124
lavable,1,4.277144732992177
lhypocoagulabilit,1,4.277144732992177
tensionnel,6,3.0243817644968085
clivage,5,3.178532444324067
trmique,1,4.277144732992177
centraliser,1,4.277144732992177
stthoscop,2,3.8716796248840124
dorlan,2,3.8716796248840124
corail,1,4.277144732992177
avalanche,1,4.277144732992177
mthodologi,17,2.079920155655957
cibler,7,2.890850371872286
handbook,1,4.277144732992177
dlts,1,4.277144732992177
frein,4,3.3608540011180215
misme,1,4.277144732992177
thiole,1,4.277144732992177
bladder,1,4.277144732992177
molcules,1,4.277144732992177
albert,3,3.583997552432231
prfrences,2,3.8716796248840124
colonise,1,4.277144732992177
confabulation,1,4.277144732992177
desarythmie,1,4.277144732992177
clore,1,4.277144732992177
principer,20,1.925769475828699
deshydrog,3,3.583997552432231
anciennet,6,3.0243817644968085
tia,1,4.277144732992177
levesa,1,4.277144732992177
larchitecture,5,3.178532444324067
adres,3,3.583997552432231
solution,40,1.256719846847814
accomplissement,1,4.277144732992177
coiff,1,4.277144732992177
secondairement,29,1.5690945318899665
automdication,1,4.277144732992177
laconfusion,1,4.277144732992177
capillary,2,3.8716796248840124
slectionne,10,2.5723966407537513
lhyperperfusion,1,4.277144732992177
stabili,2,3.8716796248840124
mn,5,3.178532444324067
survi,38,1.3067302674224754
nmma,2,3.8716796248840124
dirrgularit,1,4.277144732992177
rotoxiqu,2,3.8716796248840124
roberta,2,3.8716796248840124
mediastinitis,1,4.277144732992177
dfinitiv,19,1.9745596399981307
slamaa,1,4.277144732992177
cholecysto,1,4.277144732992177
actazolamid,2,3.8716796248840124
explor,12,2.4053425560905852
relarguage,1,4.277144732992177
dramatique,12,2.4053425560905852
desystme,1,4.277144732992177
asthmatique,10,2.5723966407537513
ankylose,1,4.277144732992177
lal,4,3.3608540011180215
tolrabl,1,4.277144732992177
radiomarque,1,4.277144732992177
compresser,1,4.277144732992177
damplification,3,3.583997552432231
prism,4,3.3608540011180215
voluer,31,1.5045560107523954
haemorrhage,1,4.277144732992177
bgn,5,3.178532444324067
littrature,49,1.0582689081239758
dantioxyder,1,4.277144732992177
bedosb,1,4.277144732992177
leucmogne,1,4.277144732992177
hydrique,23,1.7922380832041762
vitent,3,3.583997552432231
brossage,3,3.583997552432231
magntisation,1,4.277144732992177
calcmie,3,3.583997552432231
rtinite,4,3.3608540011180215
affaiblissement,1,4.277144732992177
pulsed,1,4.277144732992177
souponne,3,3.583997552432231
axo,2,3.8716796248840124
transplantation,34,1.414943852062708
contracte,5,3.178532444324067
efficience,3,3.583997552432231
pontife,1,4.277144732992177
distomatosea,1,4.277144732992177
dental,1,4.277144732992177
dabsence,4,3.3608540011180215
determination,1,4.277144732992177
lharmonisation,1,4.277144732992177
litalienn,1,4.277144732992177
lcho,4,3.3608540011180215
whim,2,3.8716796248840124
lappui,1,4.277144732992177
sances,2,3.8716796248840124
modularit,1,4.277144732992177
strongyloide,1,4.277144732992177
possibler,1,4.277144732992177
ieure,13,2.331234583936863
rnr,1,4.277144732992177
chimiquement,1,4.277144732992177
gruel,1,4.277144732992177
matrial,4,3.3608540011180215
rvlation,3,3.583997552432231
tagging,1,4.277144732992177
agonistesantagoniste,1,4.277144732992177
redfinir,1,4.277144732992177
msilate,1,4.277144732992177
royaum,2,3.8716796248840124
nesont,1,4.277144732992177
rii,2,3.8716796248840124
ylactode,1,4.277144732992177
reue,9,2.667706820558076
prtant,1,4.277144732992177
crbromning,2,3.8716796248840124
rueambroise,3,3.583997552432231
exsudatif,1,4.277144732992177
heidendal,1,4.277144732992177
dd,6,3.0243817644968085
interdiction,5,3.178532444324067
pneumopathie,24,1.7514160886839212
paxillien,1,4.277144732992177
mortaliter,1,4.277144732992177
dchographi,3,3.583997552432231
balayer,1,4.277144732992177
anamnse,4,3.3608540011180215
ventuelle,17,2.079920155655957
motrice,3,3.583997552432231
radiologique,29,1.5690945318899665
prrgls,1,4.277144732992177
dextension,5,3.178532444324067
glucagon,4,3.3608540011180215
sirodot,1,4.277144732992177
oflife,1,4.277144732992177
adrnergiqu,1,4.277144732992177
ad,10,2.5723966407537513
pfb,1,4.277144732992177
bartter,1,4.277144732992177
latlectasi,1,4.277144732992177
dixans,1,4.277144732992177
lajout,5,3.178532444324067
simonneau,1,4.277144732992177
lie,49,1.0582689081239758
kinsithrapeute,1,4.277144732992177
sadditionner,1,4.277144732992177
procoagulant,6,3.0243817644968085
lutru,1,4.277144732992177
polynu,14,2.262241712449912
spontaneous,3,3.583997552432231
quidistance,1,4.277144732992177
rfviier,1,4.277144732992177
semirigid,1,4.277144732992177
lar,1,4.277144732992177
oscillatory,3,3.583997552432231
uneimplantation,1,4.277144732992177
collgial,4,3.3608540011180215
collabable,1,4.277144732992177
ordinaire,1,4.277144732992177
morin,1,4.277144732992177
bartonellos,1,4.277144732992177
spirogramm,1,4.277144732992177
lastase,5,3.178532444324067
atorvastatine,1,4.277144732992177
hyperammonimie,4,3.3608540011180215
stromectol,1,4.277144732992177
prsent,36,1.3593740009078974
dissip,1,4.277144732992177
mensuel,4,3.3608540011180215
troissept,1,4.277144732992177
eichac,1,4.277144732992177
filirer,2,3.8716796248840124
enfance,8,2.7730673362159024
strauss,2,3.8716796248840124
orellanien,1,4.277144732992177
cerner,11,2.4853852637641216
binding,6,3.0243817644968085
debronchopneumopathie,1,4.277144732992177
prleucmique,1,4.277144732992177
tripler,2,3.8716796248840124
dhyperperfusion,1,4.277144732992177
impartie,1,4.277144732992177
lantibiothra,1,4.277144732992177
lopacification,1,4.277144732992177
benhamou,2,3.8716796248840124
inutilement,7,2.890850371872286
monolumire,2,3.8716796248840124
multinodulaire,1,4.277144732992177
phnotype,4,3.3608540011180215
principal,52,1.0
posologi,21,1.879249460193806
lavignea,1,4.277144732992177
arouge,1,4.277144732992177
bnficiera,1,4.277144732992177
microlitre,1,4.277144732992177
estompe,1,4.277144732992177
sulfonessulfamide,1,4.277144732992177
nk,1,4.277144732992177
dtaills,14,2.262241712449912
hmatophage,1,4.277144732992177
lesbase,1,4.277144732992177
cintiques,2,3.8716796248840124
contrebalanc,6,3.0243817644968085
inframolaire,1,4.277144732992177
vitant,6,3.0243817644968085
ets,1,4.277144732992177
statu,2,3.8716796248840124
lictr,2,3.8716796248840124
lendormissement,1,4.277144732992177
protineg,1,4.277144732992177
ies,10,2.5723966407537513
micro,23,1.7922380832041762
ximegalatran,1,4.277144732992177
dathrom,1,4.277144732992177
rsibl,1,4.277144732992177
fv,4,3.3608540011180215
dmolition,1,4.277144732992177
bactrimie,16,2.137078569495906
graphe,1,4.277144732992177
bicarbo,10,2.5723966407537513
dicte,3,3.583997552432231
store,1,4.277144732992177
proact,1,4.277144732992177
dpc,1,4.277144732992177
ininterprtabl,4,3.3608540011180215
mtalloprotas,3,3.583997552432231
rift,1,4.277144732992177
informing,1,4.277144732992177
daunorubicine,2,3.8716796248840124
hparineprotamin,1,4.277144732992177
vanter,2,3.8716796248840124
lectin,1,4.277144732992177
lemniscu,1,4.277144732992177
mitig,2,3.8716796248840124
amilorid,1,4.277144732992177
carolin,2,3.8716796248840124
shortage,1,4.277144732992177
codeur,1,4.277144732992177
annuair,1,4.277144732992177
laspergilllos,1,4.277144732992177
piste,9,2.667706820558076
delajeunesse,1,4.277144732992177
pulipati,1,4.277144732992177
bataill,1,4.277144732992177
lgesia,2,3.8716796248840124
prrogative,1,4.277144732992177
delacorticothrapie,1,4.277144732992177
perpendiculaire,2,3.8716796248840124
sevrabl,2,3.8716796248840124
purpose,1,4.277144732992177
bactericidal,1,4.277144732992177
guadeloupe,1,4.277144732992177
lanurie,1,4.277144732992177
bardon,1,4.277144732992177
monsieurx,1,4.277144732992177
rparation,9,2.667706820558076
jcris,1,4.277144732992177
couch,1,4.277144732992177
sionns,1,4.277144732992177
leptospiros,1,4.277144732992177
antcubital,1,4.277144732992177
jeu,34,1.414943852062708
nordir,2,3.8716796248840124
antithymocytaire,1,4.277144732992177
boles,1,4.277144732992177
front,1,4.277144732992177
maggiore,1,4.277144732992177
acidoctosique,1,4.277144732992177
lega,1,4.277144732992177
desdonne,1,4.277144732992177
llastas,1,4.277144732992177
reoit,10,2.5723966407537513
rotiqu,6,3.0243817644968085
e,4,3.3608540011180215
latropine,2,3.8716796248840124
discrtemer,2,3.8716796248840124
derfrenc,1,4.277144732992177
gravidopuerpral,1,4.277144732992177
mylode,2,3.8716796248840124
haro,1,4.277144732992177
interventionnelle,3,3.583997552432231
tidal,1,4.277144732992177
retarde,3,3.583997552432231
microangiopathiqu,2,3.8716796248840124
nuri,1,4.277144732992177
individualiser,3,3.583997552432231
neutro,10,2.5723966407537513
dsamination,1,4.277144732992177
amphtaminer,1,4.277144732992177
souffl,3,3.583997552432231
jakob,3,3.583997552432231
morbidit,40,1.256719846847814
collagnose,2,3.8716796248840124
lebsiellae,1,4.277144732992177
icu,8,2.7730673362159024
lorsquapparaisser,1,4.277144732992177
fonctionnair,1,4.277144732992177
gault,1,4.277144732992177
manqu,29,1.5690945318899665
paganini,1,4.277144732992177
damiodarone,1,4.277144732992177
mylodysplasie,2,3.8716796248840124
mditerranen,1,4.277144732992177
vincristine,5,3.178532444324067
digitalis,1,4.277144732992177
nobisser,1,4.277144732992177
canha,1,4.277144732992177
obissant,1,4.277144732992177
rejuge,1,4.277144732992177
termer,6,3.0243817644968085
sucralfate,2,3.8716796248840124
souris,19,1.9745596399981307
limmunologie,2,3.8716796248840124
ettissulair,1,4.277144732992177
us,28,1.6029960835656478
auxnouveal,1,4.277144732992177
contributif,5,3.178532444324067
royaume,13,2.331234583936863
chroniquement,2,3.8716796248840124
ure,28,1.6029960835656478
plasmineantiplasmine,1,4.277144732992177
okt,1,4.277144732992177
lhypercoagulabilit,1,4.277144732992177
dcompenss,1,4.277144732992177
vitaminocalcique,1,4.277144732992177
dlabrement,2,3.8716796248840124
fischerer,1,4.277144732992177
antiprojection,1,4.277144732992177
infus,1,4.277144732992177
local,48,1.0784716154414953
klebsiella,1,4.277144732992177
quatorze,3,3.583997552432231
ralise,50,1.0384662808277962
polymicrobism,1,4.277144732992177
poidsidalthorique,1,4.277144732992177
burnetii,1,4.277144732992177
incitatif,1,4.277144732992177
potentialiser,2,3.8716796248840124
rorganiser,2,3.8716796248840124
eucaryote,1,4.277144732992177
translarynge,1,4.277144732992177
meduri,6,3.0243817644968085
linhibition,9,2.667706820558076
andsymptomatic,1,4.277144732992177
alcaligene,1,4.277144732992177
ra,11,2.4853852637641216
lens,1,4.277144732992177
crise,25,1.7121953755306398
nbivolol,1,4.277144732992177
lip,3,3.583997552432231
croisement,1,4.277144732992177
immunologique,25,1.7121953755306398
dintervalle,1,4.277144732992177
durgentiste,1,4.277144732992177
exocytose,1,4.277144732992177
explicatif,2,3.8716796248840124
extrapol,2,3.8716796248840124
standart,1,4.277144732992177
bravai,1,4.277144732992177
krusei,2,3.8716796248840124
matric,5,3.178532444324067
prservation,13,2.331234583936863
cdilanid,1,4.277144732992177
daudit,1,4.277144732992177
massiveembolie,1,4.277144732992177
rechuterfractaire,1,4.277144732992177
cartilage,3,3.583997552432231
reprendre,33,1.4439313889359604
dattnuer,2,3.8716796248840124
intuitif,4,3.3608540011180215
prjudice,6,3.0243817644968085
ehrlichier,1,4.277144732992177
fixe,23,1.7922380832041762
lapprhension,1,4.277144732992177
guano,1,4.277144732992177
antilamine,1,4.277144732992177
mimtiqu,4,3.3608540011180215
arthrite,4,3.3608540011180215
polyclo,2,3.8716796248840124
fibrinoplaquettaire,2,3.8716796248840124
streptococciqueer,1,4.277144732992177
monocouche,1,4.277144732992177
hemoptysis,1,4.277144732992177
enmdecine,1,4.277144732992177
alanin,3,3.583997552432231
restitution,6,3.0243817644968085
zopiclon,1,4.277144732992177
ralisable,6,3.0243817644968085
repositivation,1,4.277144732992177
hmaturique,1,4.277144732992177
balo,1,4.277144732992177
dufutur,1,4.277144732992177
barr,9,2.667706820558076
lche,3,3.583997552432231
conteneur,1,4.277144732992177
viard,1,4.277144732992177
moulin,3,3.583997552432231
lpirudin,2,3.8716796248840124
nimement,1,4.277144732992177
remonter,20,1.925769475828699
chauvinb,1,4.277144732992177
pourledosage,1,4.277144732992177
sniffer,1,4.277144732992177
ulcr,3,3.583997552432231
them,1,4.277144732992177
biocytine,1,4.277144732992177
noir,12,2.4053425560905852
adjoint,4,3.3608540011180215
pennock,1,4.277144732992177
loge,2,3.8716796248840124
nuanc,5,3.178532444324067
socit,41,1.2326222952687536
htt,1,4.277144732992177
ranimations,1,4.277144732992177
endothline,3,3.583997552432231
mela,2,3.8716796248840124
sdat,9,2.667706820558076
basic,3,3.583997552432231
uridopnicillin,1,4.277144732992177
delaser,3,3.583997552432231
forcelongueur,2,3.8716796248840124
spectral,5,3.178532444324067
nind,1,4.277144732992177
endocarditique,1,4.277144732992177
vein,4,3.3608540011180215
assessed,2,3.8716796248840124
quitable,1,4.277144732992177
daide,7,2.890850371872286
exami,2,3.8716796248840124
ecchymotique,2,3.8716796248840124
maire,1,4.277144732992177
dorchestrer,1,4.277144732992177
cfamandol,1,4.277144732992177
antips,1,4.277144732992177
vietnam,2,3.8716796248840124
pamplemouss,1,4.277144732992177
barona,1,4.277144732992177
deffectif,2,3.8716796248840124
fomrulon,1,4.277144732992177
oxalate,1,4.277144732992177
cytopenia,1,4.277144732992177
smits,1,4.277144732992177
ansthesiologie,1,4.277144732992177
ouavecactivit,1,4.277144732992177
antinoplasiqu,1,4.277144732992177
its,4,3.3608540011180215
paraffine,1,4.277144732992177
artriell,40,1.256719846847814
tonus,5,3.178532444324067
oviedo,1,4.277144732992177
turelle,11,2.4853852637641216
kastl,1,4.277144732992177
mepp,1,4.277144732992177
antihistones,1,4.277144732992177
http,2,3.8716796248840124
diabolo,1,4.277144732992177
perdre,29,1.5690945318899665
draison,3,3.583997552432231
shv,1,4.277144732992177
inster,4,3.3608540011180215
fran,1,4.277144732992177
afnic,1,4.277144732992177
dfendu,4,3.3608540011180215
mdiat,1,4.277144732992177
agenda,4,3.3608540011180215
dissociatif,3,3.583997552432231
bachelard,1,4.277144732992177
suspens,3,3.583997552432231
tfpi,2,3.8716796248840124
fibrillation,15,2.197703191312341
collatrale,2,3.8716796248840124
quantits,18,2.0258529343856813
curie,6,3.0243817644968085
sortir,28,1.6029960835656478
rgisser,1,4.277144732992177
cochlaire,1,4.277144732992177
organisme,28,1.6029960835656478
sueur,8,2.7730673362159024
forced,1,4.277144732992177
witte,1,4.277144732992177
surestimation,7,2.890850371872286
ntilatoires,1,4.277144732992177
modle,42,1.2090917978585594
admettre,47,1.099090902644231
fibrine,9,2.667706820558076
prcharge,14,2.262241712449912
brin,4,3.3608540011180215
voitur,1,4.277144732992177
dconsidrs,1,4.277144732992177
hominis,1,4.277144732992177
dargument,10,2.5723966407537513
ady,2,3.8716796248840124
salin,4,3.3608540011180215
mthadon,3,3.583997552432231
streptocoque,8,2.7730673362159024
catatonique,2,3.8716796248840124
rgner,2,3.8716796248840124
prve,1,4.277144732992177
ro,4,3.3608540011180215
augmentent,1,4.277144732992177
suspension,6,3.0243817644968085
splnectomis,2,3.8716796248840124
ialit,3,3.583997552432231
lquivalence,1,4.277144732992177
etdenf,1,4.277144732992177
aude,7,2.890850371872286
cphaline,3,3.583997552432231
lempathi,2,3.8716796248840124
rattraper,1,4.277144732992177
puf,2,3.8716796248840124
switcher,1,4.277144732992177
diabtique,7,2.890850371872286
asthni,1,4.277144732992177
vieillissement,6,3.0243817644968085
clonidine,3,3.583997552432231
rarea,1,4.277144732992177
singulire,2,3.8716796248840124
cervical,8,2.7730673362159024
atiqu,2,3.8716796248840124
thermogensethermolyse,1,4.277144732992177
olighmique,1,4.277144732992177
blanloeil,1,4.277144732992177
rmergente,1,4.277144732992177
ergot,1,4.277144732992177
rehausser,1,4.277144732992177
saene,3,3.583997552432231
irruption,1,4.277144732992177
ari,1,4.277144732992177
spcialit,14,2.262241712449912
cholangiopancratographie,1,4.277144732992177
tortueux,3,3.583997552432231
vcu,7,2.890850371872286
massias,1,4.277144732992177
suter,2,3.8716796248840124
auxventilateur,1,4.277144732992177
sroconversion,4,3.3608540011180215
nergiquement,1,4.277144732992177
gorge,2,3.8716796248840124
gographiquement,1,4.277144732992177
issent,4,3.3608540011180215
manel,1,4.277144732992177
rgnrer,2,3.8716796248840124
comparati,1,4.277144732992177
employ,21,1.879249460193806
cesrlf,1,4.277144732992177
droit,41,1.2326222952687536
studying,1,4.277144732992177
surgical,3,3.583997552432231
vingtime,1,4.277144732992177
excepts,1,4.277144732992177
hsa,2,3.8716796248840124
nni,2,3.8716796248840124
wky,1,4.277144732992177
compatible,21,1.879249460193806
limal,1,4.277144732992177
comportement,21,1.879249460193806
mofetil,1,4.277144732992177
transgniqu,1,4.277144732992177
christine,1,4.277144732992177
cyanhydrique,1,4.277144732992177
ainsuffisanc,1,4.277144732992177
allergi,1,4.277144732992177
cobalamine,1,4.277144732992177
dapprofondir,1,4.277144732992177
mononucle,3,3.583997552432231
dubostf,1,4.277144732992177
pense,3,3.583997552432231
lchocardiographi,4,3.3608540011180215
btalactamines,1,4.277144732992177
meziania,1,4.277144732992177
lthargie,3,3.583997552432231
shigellose,1,4.277144732992177
achoppement,1,4.277144732992177
paucicentriqu,1,4.277144732992177
dinocybe,1,4.277144732992177
pnicillinase,1,4.277144732992177
dusurfacter,1,4.277144732992177
adquatement,1,4.277144732992177
temp,22,1.8347976976229723
purtillo,1,4.277144732992177
smantique,2,3.8716796248840124
envisag,28,1.6029960835656478
hyporelationnel,1,4.277144732992177
dinhibiteur,8,2.7730673362159024
coexister,12,2.4053425560905852
virmi,3,3.583997552432231
temporel,13,2.331234583936863
mature,5,3.178532444324067
rvocabl,1,4.277144732992177
herman,1,4.277144732992177
quatoriale,2,3.8716796248840124
bond,2,3.8716796248840124
commercialiser,10,2.5723966407537513
systmatique,8,2.7730673362159024
prperfusion,1,4.277144732992177
globalit,2,3.8716796248840124
termins,1,4.277144732992177
finalis,1,4.277144732992177
extramural,1,4.277144732992177
distres,8,2.7730673362159024
runions,1,4.277144732992177
synchroni,1,4.277144732992177
oxon,1,4.277144732992177
intermdiair,30,1.5363047090669757
ftp,1,4.277144732992177
rsultait,1,4.277144732992177
etp,2,3.8716796248840124
wellcome,1,4.277144732992177
gallium,1,4.277144732992177
amortalit,1,4.277144732992177
chr,5,3.178532444324067
envie,1,4.277144732992177
helvtiqu,1,4.277144732992177
investigu,4,3.3608540011180215
industriellement,1,4.277144732992177
anc,6,3.0243817644968085
recens,6,3.0243817644968085
hemmer,1,4.277144732992177
ractionnel,4,3.3608540011180215
auriculo,1,4.277144732992177
itocybes,1,4.277144732992177
bictre,9,2.667706820558076
leucoenc,3,3.583997552432231
irement,2,3.8716796248840124
oence,1,4.277144732992177
vigilant,3,3.583997552432231
lhmatoxyline,1,4.277144732992177
dh,7,2.890850371872286
